"",Model,Class,Precision,Recall,F1-Score
0,RandomForest,0,0.236559,0.302752,0.265594
1,RandomForest,1,0.382353,0.371429,0.376812
2,RandomForest,2,0.316832,0.258065,0.284444
3,RandomForest,3,0.264574,0.255411,0.259912
4,RandomForest,4,1.000000,1.000000,1.000000
5,RandomForest,0,0.233333,0.263598,0.247544
6,RandomForest,1,0.344697,0.390558,0.366197
7,RandomForest,2,0.243902,0.199203,0.219298
8,RandomForest,3,0.321267,0.299578,0.310044
9,RandomForest,4,1.000000,1.000000,1.000000
10,RandomForest,0,0.284047,0.297959,0.290837
11,RandomForest,1,0.367273,0.400794,0.383302
12,RandomForest,2,0.244094,0.284404,0.262712
13,RandomForest,3,0.373057,0.272727,0.315098
14,RandomForest,4,1.000000,1.000000,1.000000
15,RandomForest,0,0.240310,0.251012,0.245545
16,RandomForest,1,0.371542,0.391667,0.381339
17,RandomForest,2,0.195652,0.181452,0.188285
18,RandomForest,3,0.276018,0.268722,0.272321
19,RandomForest,4,1.000000,1.000000,1.000000
20,RandomForest,0,0.313653,0.338645,0.325670
21,RandomForest,1,0.366142,0.404348,0.384298
22,RandomForest,2,0.250000,0.255319,0.252632
23,RandomForest,3,0.286458,0.228216,0.254042
24,RandomForest,4,1.000000,1.000000,1.000000
25,SVM,0,0.228005,0.844037,0.359024
26,SVM,1,0.402439,0.134694,0.201835
27,SVM,2,0.500000,0.004032,0.008000
28,SVM,3,0.392157,0.086580,0.141844
29,SVM,4,1.000000,1.000000,1.000000
30,SVM,0,0.252591,0.815900,0.385757
31,SVM,1,0.279570,0.223176,0.248210
32,SVM,2,0.000000,0.000000,0.000000
33,SVM,3,0.500000,0.004219,0.008368
34,SVM,4,1.000000,1.000000,1.000000
35,SVM,0,0.000000,0.000000,0.000000
36,SVM,1,0.444444,0.095238,0.156863
37,SVM,2,0.222703,0.944954,0.360455
38,SVM,3,0.000000,0.000000,0.000000
39,SVM,4,1.000000,1.000000,1.000000
40,SVM,0,0.166667,0.004049,0.007905
41,SVM,1,0.377358,0.083333,0.136519
42,SVM,2,0.175000,0.084677,0.114130
43,SVM,3,0.233716,0.806167,0.362376
44,SVM,4,1.000000,1.000000,1.000000
45,SVM,0,0.000000,0.000000,0.000000
46,SVM,1,0.242134,0.769565,0.368366
47,SVM,2,0.229167,0.187234,0.206089
48,SVM,3,0.352941,0.049793,0.087273
49,SVM,4,1.000000,1.000000,1.000000
50,NaiveBayes,0,0.205128,0.146789,0.171123
51,NaiveBayes,1,0.237354,0.248980,0.243028
52,NaiveBayes,2,0.000000,0.000000,0.000000
53,NaiveBayes,3,0.240891,0.515152,0.328276
54,NaiveBayes,4,0.807018,0.891473,0.847145
55,NaiveBayes,0,0.233957,0.732218,0.354610
56,NaiveBayes,1,0.312500,0.107296,0.159744
57,NaiveBayes,2,0.294643,0.131474,0.181818
58,NaiveBayes,3,0.000000,0.000000,0.000000
59,NaiveBayes,4,0.830769,0.900000,0.864000
60,NaiveBayes,0,0.257576,0.624490,0.364720
61,NaiveBayes,1,0.255708,0.222222,0.237792
62,NaiveBayes,2,0.000000,0.000000,0.000000
63,NaiveBayes,3,0.293233,0.147727,0.196474
64,NaiveBayes,4,0.798419,0.914027,0.852321
65,NaiveBayes,0,0.368421,0.056680,0.098246
66,NaiveBayes,1,0.277778,0.062500,0.102041
67,NaiveBayes,2,0.200000,0.149194,0.170901
68,NaiveBayes,3,0.234870,0.718062,0.353963
69,NaiveBayes,4,0.917031,0.882353,0.899358
70,NaiveBayes,0,0.000000,0.000000,0.000000
71,NaiveBayes,1,0.222222,0.173913,0.195122
72,NaiveBayes,2,0.210526,0.170213,0.188235
73,NaiveBayes,3,0.249581,0.618257,0.355609
74,NaiveBayes,4,0.918455,0.880658,0.899160
75,KNN,0,0.241379,0.353211,0.286778
76,KNN,1,0.280405,0.338776,0.306839
77,KNN,2,0.267760,0.197581,0.227378
78,KNN,3,0.320261,0.212121,0.255208
79,KNN,4,1.000000,0.965116,0.982249
80,KNN,0,0.297806,0.397490,0.340502
81,KNN,1,0.333333,0.416309,0.370229
82,KNN,2,0.296296,0.254980,0.274090
83,KNN,3,0.338235,0.194093,0.246649
84,KNN,4,1.000000,0.991667,0.995816
85,KNN,0,0.235669,0.302041,0.264758
86,KNN,1,0.306189,0.373016,0.336315
87,KNN,2,0.192825,0.197248,0.195011
88,KNN,3,0.314685,0.170455,0.221130
89,KNN,4,1.000000,0.963801,0.981567
90,KNN,0,0.274448,0.352227,0.308511
91,KNN,1,0.296928,0.362500,0.326454
92,KNN,2,0.235849,0.201613,0.217391
93,KNN,3,0.239437,0.149780,0.184282
94,KNN,4,1.000000,0.991597,0.995781
95,KNN,0,0.306502,0.394422,0.344948
96,KNN,1,0.288462,0.391304,0.332103
97,KNN,2,0.216080,0.182979,0.198157
98,KNN,3,0.263566,0.141079,0.183784
99,KNN,4,1.000000,0.975309,0.987500
100,Bagging,0,0.250000,0.307339,0.275720
101,Bagging,1,0.420849,0.444898,0.432540
102,Bagging,2,0.315789,0.266129,0.288840
103,Bagging,3,0.296117,0.264069,0.279176
104,Bagging,4,1.000000,1.000000,1.000000
105,Bagging,0,0.279070,0.301255,0.289738
106,Bagging,1,0.367188,0.403433,0.384458
107,Bagging,2,0.292683,0.239044,0.263158
108,Bagging,3,0.282158,0.286920,0.284519
109,Bagging,4,1.000000,1.000000,1.000000
110,Bagging,0,0.245211,0.261224,0.252964
111,Bagging,1,0.386973,0.400794,0.393762
112,Bagging,2,0.251969,0.293578,0.271186
113,Bagging,3,0.310345,0.238636,0.269807
114,Bagging,4,1.000000,1.000000,1.000000
115,Bagging,0,0.239130,0.267206,0.252390
116,Bagging,1,0.385214,0.412500,0.398390
117,Bagging,2,0.278846,0.233871,0.254386
118,Bagging,3,0.262443,0.255507,0.258929
119,Bagging,4,1.000000,1.000000,1.000000
120,Bagging,0,0.287823,0.310757,0.298851
121,Bagging,1,0.364865,0.469565,0.410646
122,Bagging,2,0.217822,0.187234,0.201373
123,Bagging,3,0.276596,0.215768,0.242424
124,Bagging,4,1.000000,1.000000,1.000000
125,AdaBoost,0,0.231813,0.862385,0.365403
126,AdaBoost,1,0.541667,0.053061,0.096654
127,AdaBoost,2,0.151515,0.020161,0.035587
128,AdaBoost,3,0.388889,0.121212,0.184818
129,AdaBoost,4,0.992308,1.000000,0.996139
130,AdaBoost,0,0.289720,0.129707,0.179191
131,AdaBoost,1,0.259128,0.944206,0.406654
132,AdaBoost,2,0.000000,0.000000,0.000000
133,AdaBoost,3,0.000000,0.000000,0.000000
134,AdaBoost,4,0.991736,1.000000,0.995851
135,AdaBoost,0,0.345238,0.118367,0.176292
136,AdaBoost,1,0.533333,0.031746,0.059925
137,AdaBoost,2,0.220359,0.844037,0.349478
138,AdaBoost,3,0.386364,0.064394,0.110390
139,AdaBoost,4,0.995495,1.000000,0.997743
140,AdaBoost,0,0.000000,0.000000,0.000000
141,AdaBoost,1,0.565217,0.054167,0.098859
142,AdaBoost,2,0.000000,0.000000,0.000000
143,AdaBoost,3,0.238806,0.986784,0.384549
144,AdaBoost,4,0.995816,1.000000,0.997904
145,AdaBoost,0,0.000000,0.000000,0.000000
146,AdaBoost,1,0.251765,0.930435,0.396296
147,AdaBoost,2,0.000000,0.000000,0.000000
148,AdaBoost,3,0.271028,0.120332,0.166667
149,AdaBoost,4,1.000000,1.000000,1.000000
